timestamp,mac,seq_ctrl,aoa,IQ_master,IQ_worker
38616651,74:04:F1:A8:5A:57,0,80.67,0 0 -7 -15 -4 -15 -5 -15 -5 -14 -5 -14 -5 -14 -5 -14 -6 -14 -6 -13 -6 -13 -6 -13 -6 -13 -6 -13 -7 -13 -7 -12 -7 -12 -7 -13 -7 -13 -7 -13 -7 -12 -6 -12 -6 -12 -6 -12 -5 -12 -5 -12 -5 -12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -4 -14 -4 -14 -4 -14 -3 -14 -3 -15 -3 -15 -3 -15 -3 -15 -2 -15 -2 -15 -2 -15 -2 -15 -2 -15 -2 -15 -2 -15 -3 -14 -3 -15 -3 -14 -3 -15 -4 -14 -4 -14 -4 -15 -5 -15 -5 -15 -5 -14 -5 -14,0 0 7 13 6 12 6 12 6 12 6 12 6 12 6 11 7 11 6 11 7 10 7 10 7 10 7 10 7 10 7 10 8 10 8 10 7 10 7 10 7 10 7 11 6 10 6 10 6 11 5 10 5 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 11 5 11 5 11 5 11 5 12 5 12 4 12 4 13 4 13 4 13 4 13 4 12 4 12 4 12 4 12 4 12 4 12 5 12 5 12 5 12 5 12 5 12 6 12 6 13 6 12 7 12
38652239,74:04:F1:A8:5A:57,0,-42.96,0 0 16 2 13 4 14 4 13 3 13 3 13 3 13 3 13 2 13 2 13 1 12 1 13 1 13 1 13 0 13 0 13 1 13 0 13 0 13 0 13 0 13 1 12 1 12 1 12 1 12 1 11 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12 4 12 4 13 4 13 5 12 5 13 6 13 5 13 6 13 6 12 6 12 6 12 6 12 6 12 6 12 6 12 6 12 5 13 5 13 5 13 5 13 4 13 4 13 4 14 4 14 3 13 3,0 0 -4 -14 -4 -15 -4 -15 -4 -14 -4 -14 -4 -14 -4 -14 -5 -13 -5 -13 -5 -13 -5 -13 -5 -13 -5 -13 -6 -13 -6 -13 -5 -13 -6 -13 -6 -13 -5 -13 -5 -13 -5 -13 -4 -13 -4 -13 -4 -13 -3 -12 -3 -13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -4 -13 -3 -13 -3 -13 -3 -14 -3 -14 -2 -14 -2 -14 -2 -14 -2 -14 -2 -14 -1 -14 -1 -14 -1 -14 -1 -14 -2 -14 -2 -14 -2 -14 -2 -14 -2 -14 -3 -14 -3 -14 -3 -14 -4 -14 -4 -15 -4 -15 -4 -14
38688229,74:04:F1:A8:5A:57,0,-12.91,0 0 -11 -12 -9 -12 -10 -13 -9 -12 -9 -12 -9 -12 -9 -11 -10 -11 -10 -11 -9 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -9 -11 -10 -10 -9 -10 -10 -10 -10 -10 -10 -10 -10 -9 -10 -9 -10 -9 -10 -9 -10 -8 -10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -9 -11 -9 -11 -9 -11 -9 -12 -8 -12 -8 -13 -8 -13 -8 -13 -8 -13 -7 -13 -7 -13 -8 -13 -7 -13 -7 -13 -7 -13 -7 -12 -8 -13 -8 -12 -8 -13 -8 -12 -9 -12 -9 -12 -10 -12 -10 -12 -10 -12 -9 -11,0 0 -15 -3 -15 -3 -15 -3 -15 -3 -14 -3 -14 -3 -14 -2 -14 -2 -14 -2 -14 -2 -13 -1 -14 -1 -14 -1 -14 -1 -14 -1 -14 -1 -14 -1 -14 -1 -14 -1 -14 -1 -14 -1 -13 -2 -13 -2 -13 -2 -13 -2 -13 -3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -13 -3 -13 -3 -13 -4 -13 -4 -13 -4 -13 -5 -14 -5 -14 -5 -14 -6 -14 -5 -13 -6 -13 -6 -13 -5 -13 -6 -13 -5 -13 -5 -13 -5 -14 -5 -14 -4 -14 -4 -14 -4 -14 -4 -15 -4 -15 -4 -15 -3 -15 -3
38734644,74:04:F1:A8:5A:57,0,3.36,0 0 11 10 9 11 10 10 10 10 9 9 9 9 9 9 10 9 9 9 10 8 9 8 10 8 10 8 10 8 10 8 10 8 10 8 10 8 10 8 10 8 10 8 9 8 9 8 9 8 8 8 8 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9 9 9 9 9 10 9 10 9 10 8 11 9 11 8 11 8 11 8 12 8 11 8 12 8 11 8 11 8 11 8 11 8 10 8 10 9 11 9 10 9 10 9 10 10 11 10 10 10 10 10 9,0 0 8 11 8 12 8 12 8 11 8 11 7 11 7 11 8 10 8 10 8 10 8 10 8 9 8 9 8 9 8 9 9 10 9 10 9 10 8 10 8 10 8 10 7 10 7 10 7 10 6 10 6 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7 9 7 10 7 10 7 11 7 11 6 11 6 12 6 12 6 12 6 12 6 12 5 12 5 12 6 12 5 12 6 11 6 11 6 11 6 11 7 11 7 11 7 11 8 11 8 11 8 12 8 11
38770148,74:04:F1:A8:5A:57,0,29.67,0 0 10 -12 11 -10 11 -10 10 -10 10 -11 9 -10 9 -10 9 -11 9 -10 8 -11 8 -11 8 -11 8 -11 8 -11 7 -11 8 -11 8 -11 8 -12 8 -11 8 -11 8 -11 8 -10 8 -10 8 -10 8 -10 8 -9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9 -10 10 -9 10 -9 11 -9 11 -9 11 -9 12 -9 12 -9 12 -9 12 -8 12 -8 12 -8 11 -8 11 -8 11 -8 11 -8 11 -9 11 -9 11 -9 11 -9 10 -10 10 -10 10 -11 10 -11 10 -11 10 -10,0 0 11 11 10 9 10 9 10 9 10 9 10 9 10 8 10 8 10 8 10 7 10 7 10 7 10 7 11 7 10 7 11 7 10 7 11 8 11 8 10 8 10 8 9 8 9 8 9 8 8 8 8 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10 7 10 7 10 7 10 8 9 8 10 9 10 9 9 9 9 9 9 9 9 10 9 10 9 10 9 10 9 9 8 9 9 9 9 9 9 9 10 9 10 9 10 9 10 9 11 9 11 9 12 9
38811704,74:04:F1:A8:5A:57,0,21.89,0 0 -10 11 -10 10 -10 10 -10 10 -9 10 -9 10 -9 10 -9 10 -8 10 -8 10 -8 10 -8 10 -8 10 -7 10 -7 10 -7 11 -7 11 -8 11 -8 11 -8 10 -8 10 -8 10 -8 9 -8 9 -8 9 -8 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -9 9 -9 9 -10 9 -10 9 -10 9 -11 9 -11 9 -11 9 -12 9 -12 8 -12 8 -11 8 -11 8 -11 8 -11 8 -11 8 -10 8 -11 9 -10 9 -10 9 -10 10 -10 10 -10 10 -10 10 -10 10 -10 10,0 0 -12 -4 -15 -5 -14 -4 -14 -5 -14 -5 -13 -4 -14 -4 -13 -4 -13 -3 -13 -3 -13 -3 -13 -3 -13 -2 -13 -2 -13 -2 -14 -2 -14 -2 -14 -3 -14 -3 -13 -3 -13 -3 -13 -3 -13 -3 -12 -4 -12 -4 -12 -4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -12 -4 -12 -5 -12 -5 -12 -5 -12 -6 -13 -6 -13 -6 -13 -6 -13 -7 -13 -7 -12 -7 -12 -7 -12 -7 -12 -7 -12 -7 -12 -6 -12 -6 -13 -6 -13 -6 -13 -6 -13 -5 -14 -5 -13 -5 -13 -5 -14 -5 -14 -6
38852678,74:04:F1:A8:5A:57,0,29.05,0 0 12 0 15 0 14 -1 14 0 14 0 13 -1 13 -1 13 -1 13 -1 13 -1 13 -2 13 -2 12 -2 12 -2 12 -2 13 -2 13 -2 13 -2 13 -2 13 -2 13 -2 12 -1 12 -1 12 -1 12 0 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12 -1 12 0 12 0 12 0 12 1 13 1 13 1 13 2 13 2 13 2 13 2 13 2 12 2 12 2 12 2 13 1 13 1 13 1 13 1 13 1 13 0 13 0 13 0 13 0 13 1 14 1,0 0 2 15 1 14 1 14 2 14 2 13 2 13 2 13 2 13 2 13 3 12 3 12 3 12 3 12 3 12 4 12 4 12 4 13 3 12 3 12 3 12 3 12 2 12 2 12 2 12 1 12 1 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 12 1 12 1 13 0 13 0 13 0 13 0 14 -1 14 0 14 -1 14 -1 14 -1 14 -1 13 -1 13 -1 13 0 13 0 13 0 13 0 13 1 13 1 14 1 14 1 14 1 14 2 14 2 14
38890318,74:04:F1:A8:5A:57,0,-31.07,0 0 -11 8 -12 9 -11 9 -11 9 -11 9 -10 9 -10 9 -10 9 -10 9 -10 9 -9 9 -9 9 -9 10 -9 10 -9 10 -9 10 -9 10 -9 10 -9 10 -9 9 -9 9 -9 9 -9 8 -9 8 -10 8 -9 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -10 8 -10 7 -11 8 -11 7 -11 7 -12 7 -12 7 -12 7 -13 7 -13 6 -13 6 -12 6 -12 6 -12 7 -12 6 -12 7 -12 7 -12 7 -11 7 -11 8 -11 8 -11 8 -11 8 -11 9 -12 9 -12 8,0 0 8 10 8 11 8 10 8 10 8 10 8 10 8 10 8 9 8 9 8 9 8 9 8 9 9 8 9 8 9 9 9 9 9 9 9 9 9 9 8 9 8 9 8 9 8 9 7 9 7 9 7 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8 9 7 9 7 10 7 9 7 10 7 10 7 10 6 11 6 11 6 11 6 11 6 11 6 11 6 11 6 10 6 11 6 10 7 10 7 10 7 10 7 10 8 10 8 11 8 11 8 11 8 11
104838878,74:04:F1:A8:5A:57,0,-19.64,0 0 15 -5 15 -3 14 -3 14 -4 14 -4 13 -4 13 -4 13 -4 13 -4 12 -5 12 -5 12 -5 12 -5 12 -5 12 -5 12 -5 12 -6 13 -6 13 -5 13 -5 12 -5 12 -4 12 -4 12 -4 12 -4 12 -3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 13 -4 13 -3 13 -3 13 -3 13 -2 14 -2 14 -2 14 -2 14 -1 14 -1 14 -1 14 -1 14 -1 13 -1 13 -1 14 -1 13 -2 13 -2 14 -2 14 -2 14 -3 13 -3 14 -3 14 -4 14 -4 14 -4,0 0 3 -14 5 -15 4 -14 4 -14 4 -14 4 -13 3 -13 3 -13 3 -13 3 -13 3 -13 2 -13 2 -13 2 -13 2 -13 2 -13 2 -14 2 -14 2 -13 2 -13 2 -13 3 -13 3 -12 3 -12 4 -12 4 -12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 -12 4 -12 4 -13 4 -12 5 -12 5 -13 5 -13 6 -13 6 -13 6 -13 6 -12 6 -12 6 -12 6 -12 6 -12 5 -12 5 -12 5 -13 5 -13 5 -13 4 -13 5 -13 5 -14 4 -14 5 -13 5 -13
104870271,74:04:F1:A8:5A:57,0,-4.10,0 0 13 -7 13 -5 13 -6 13 -6 12 -6 12 -6 12 -6 12 -7 11 -6 11 -7 11 -7 11 -7 11 -7 11 -7 11 -7 11 -8 11 -8 12 -8 11 -8 11 -7 11 -7 11 -6 11 -6 11 -6 11 -5 11 -5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12 -5 12 -5 12 -5 13 -4 12 -4 13 -4 13 -4 14 -4 13 -4 13 -3 14 -3 13 -3 13 -3 13 -3 13 -4 13 -3 13 -4 13 -4 13 -4 13 -5 13 -5 13 -5 13 -6 13 -6 13 -6 13 -6,0 0 12 -9 12 -9 12 -9 12 -9 12 -9 11 -9 11 -9 11 -9 10 -9 10 -9 10 -9 10 -9 10 -10 9 -10 10 -10 10 -10 10 -10 10 -10 10 -10 10 -9 10 -9 10 -9 10 -8 10 -8 10 -7 10 -7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10 -8 10 -8 11 -8 11 -8 11 -8 12 -8 12 -7 12 -7 12 -7 13 -7 13 -6 12 -6 12 -6 12 -6 12 -7 12 -7 11 -7 12 -7 12 -8 12 -8 12 -8 12 -8 12 -8 12 -8 12 -8 12 -9
