timestamp,mac,seq_ctrl,aoa,master_rssi,worker_rssi,IQ_master,IQ_worker
73491787,7E:8A:AE:D6:C8:CD,0,-20.62,-80,-77,0 0 -3 -18 -4 -16 -4 -15 -5 -15 -4 -15 -6 -17 -5 -16 -4 -16 -4 -16 -4 -15 -6 -15 -5 -16 -5 -15 -5 -16 -4 -16 -5 -15 -4 -16 -3 -14 -4 -15 -5 -15 -4 -16 -4 -15 0 -17 1 -14 1 -12 1 -12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 -6 0 -8 -1 -8 0 -8 3 -8 0 -8 1 -9 0 -7 -3 -10 -2 -11 -3 -12 -1 -13 -1 -11 -2 -11 -2 -10 -3 -12 -3 -13 -3 -13 -3 -13 -3 -13 -2 -14 -5 -13 -4 -12 -5 -13 -6 -17 -7 -16,0 0 -12 -4 -13 -5 -12 -5 -13 -4 -10 -4 -12 -4 -11 -3 -11 -2 -12 -1 -12 -1 -13 -1 -12 -1 -11 0 -11 0 -10 1 -11 2 -11 1 -11 1 -12 2 -12 0 -11 2 -9 1 -10 2 -10 2 -12 2 -11 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -12 -4 -15 -4 -14 -6 -14 -5 -15 -7 -16 -6 -16 -9 -15 -9 -15 -9 -13 -9 -12 -8 -14 -9 -14 -8 -13 -9 -13 -9 -13 -9 -13 -9 -12 -9 -13 -8 -15 -8 -14 -7 -14 -8 -14 -7 -11 -7 -12 -8 -11 -7
78921735,7E:8A:AE:D6:C8:CD,0,-31.54,-71,-68,0 0 -12 -9 -14 -10 -14 -9 -13 -10 -12 -10 -13 -9 -13 -8 -13 -9 -13 -8 -14 -8 -14 -8 -13 -7 -13 -8 -14 -7 -14 -7 -13 -7 -13 -8 -13 -8 -12 -8 -12 -8 -12 -8 -12 -7 -12 -8 -11 -8 -11 -8 -10 -8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -8 -7 -9 -6 -10 -7 -10 -8 -10 -8 -10 -9 -10 -9 -10 -10 -10 -10 -9 -9 -10 -10 -9 -10 -9 -10 -9 -10 -9 -9 -10 -9 -10 -9 -11 -9 -11 -9 -12 -9 -13 -9 -13 -10 -12 -9 -13 -10 -13 -10 -14 -10,0 0 -7 11 -9 12 -8 11 -9 11 -8 11 -8 11 -7 10 -7 10 -7 11 -7 11 -6 11 -6 11 -5 11 -6 11 -5 10 -5 11 -5 11 -5 11 -6 11 -6 11 -6 11 -6 9 -6 10 -5 9 -5 8 -6 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -6 9 -6 10 -6 10 -7 10 -8 10 -8 10 -9 11 -9 10 -10 10 -9 10 -10 10 -9 10 -10 10 -10 10 -9 10 -9 9 -9 10 -9 10 -9 10 -9 11 -9 11 -9 11 -8 11 -9 12 -9 12 -9 11
79072187,7E:8A:AE:D6:C8:CD,32432,31.73,-71,-68,0 0 2 15 3 14 2 12 1 11 0 10 -2 10 -3 10 -4 12 -5 12 -5 14 -4 16 -3 16 -2 16 -1 17 1 16 1 16 0 16 0 14 0 12 -2 11 -2 10 -3 10 -5 10 -8 9 -8 10 -10 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 8 4 10 2 11 2 13 2 15 1 15 2 17 2 17 2 16 3 15 3 14 3 13 3 12 2 11 1 10 0 9 -1 9 -2 9 -2 11 -2 13 -2 14 -1 15 -1 16 0 17 2 18 4 18,0 0 -15 2 -17 1 -15 2 -14 1 -12 1 -12 1 -12 0 -11 0 -11 -1 -12 -1 -13 -1 -14 -2 -14 0 -15 1 -15 1 -15 3 -14 4 -14 5 -13 5 -11 4 -11 4 -10 3 -10 2 -8 0 -9 0 -9 -1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -13 1 -13 1 -14 0 -15 0 -15 -2 -15 -2 -16 -3 -17 -4 -17 -4 -16 -3 -15 -3 -15 -2 -16 -3 -15 -3 -14 -2 -14 -2 -13 -2 -13 -2 -13 -3 -13 -2 -14 -3 -15 -3 -15 -3 -15 -2 -17 -2 -16 -2
79109290,7E:8A:AE:D6:C8:CD,17504,-90.00,-71,-68,0 0 -9 14 -9 11 -8 9 -7 7 -8 6 -9 6 -9 5 -10 5 -13 5 -13 6 -15 7 -14 9 -13 11 -13 12 -12 12 -11 12 -10 13 -9 11 -9 9 -9 7 -9 6 -9 4 -11 4 -12 2 -13 1 -14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -6 9 -8 9 -9 9 -11 10 -12 10 -13 10 -14 10 -14 10 -13 11 -12 11 -11 11 -10 10 -10 9 -8 7 -7 6 -8 5 -8 5 -9 5 -10 4 -12 6 -13 6 -14 8 -13 9 -13 11 -12 12 -12 12,0 0 13 -7 13 -7 13 -7 11 -6 10 -6 10 -6 9 -5 9 -4 9 -4 10 -4 11 -4 11 -4 11 -5 12 -6 12 -7 11 -8 10 -9 10 -9 9 -9 9 -9 8 -8 7 -6 7 -6 7 -4 7 -4 8 -3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10 -8 11 -7 11 -7 12 -7 13 -6 14 -5 15 -5 15 -5 15 -4 15 -4 14 -5 14 -5 15 -5 13 -5 13 -5 13 -4 12 -4 12 -3 11 -4 12 -3 13 -3 14 -3 14 -3 13 -3 15 -4 15 -5
82557815,7E:8A:AE:D6:C8:CD,0,40.31,-80,-75,0 0 12 -13 11 -11 12 -10 11 -8 9 -11 8 -11 7 -10 8 -11 9 -12 9 -12 9 -10 7 -8 5 -9 6 -10 5 -10 5 -9 6 -9 7 -8 6 -7 5 -7 3 -7 2 -6 3 -7 4 -8 4 -7 6 -5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12 -10 12 -9 13 -12 15 -9 14 -10 15 -8 17 -7 16 -5 15 -7 13 -6 15 -5 17 -7 16 -6 14 -6 11 -4 12 -6 12 -8 11 -8 11 -8 11 -8 13 -8 12 -9 9 -8 9 -8 9 -8 9 -10,0 0 5 13 5 14 7 13 4 12 4 13 4 12 5 12 6 11 6 11 6 11 6 13 6 13 6 11 6 11 6 10 6 10 5 9 5 8 5 9 5 11 5 10 4 9 4 8 3 8 3 7 3 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 10 2 10 3 11 3 11 3 11 3 13 3 13 1 14 2 14 2 13 2 13 3 14 2 15 2 13 2 13 2 14 3 14 2 14 3 13 3 15 3 14 3 15 4 13 4 15 3 14 3 14
224259094,7E:8A:AE:D6:C8:CD,28464,53.96,-55,-61,0 0 -10 -12 -9 -12 -9 -11 -10 -12 -9 -11 -10 -12 -10 -10 -10 -10 -10 -10 -11 -10 -10 -9 -10 -9 -10 -8 -10 -9 -10 -9 -10 -8 -10 -9 -10 -9 -11 -10 -11 -10 -10 -10 -10 -9 -9 -10 -9 -9 -8 -8 -8 -8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -10 -10 -10 -10 -10 -11 -10 -11 -10 -11 -9 -11 -10 -12 -9 -13 -9 -13 -8 -13 -7 -13 -7 -13 -7 -13 -7 -12 -7 -12 -8 -13 -8 -13 -8 -13 -8 -12 -9 -13 -10 -12 -10 -12 -9 -11 -9 -12 -10 -11 -9 -11,0 0 18 -9 19 -10 17 -9 16 -8 13 -8 11 -8 8 -7 4 -6 1 -4 -3 -3 -7 -2 -9 -1 -11 0 -14 2 -16 2 -17 3 -18 4 -17 4 -17 4 -16 4 -14 4 -12 3 -9 4 -5 4 -3 4 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8 -11 8 -9 7 -6 5 -3 3 0 1 3 -2 6 -6 8 -9 10 -11 11 -14 12 -16 12 -17 12 -16 10 -15 9 -15 8 -13 7 -10 5 -7 3 -4 1 0 -1 4 -3 7 -4 10 -6 14 -7 17 -9
224335343,7E:8A:AE:D6:C8:CD,28480,29.80,-55,-62,0 0 5 15 3 13 3 13 4 13 4 12 4 13 4 12 5 12 4 12 5 12 5 11 5 11 5 11 5 11 5 11 5 11 4 11 5 11 5 11 5 12 4 12 4 11 4 11 4 10 3 10 3 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 11 6 11 6 12 5 12 5 13 5 13 4 13 4 14 4 14 3 13 2 13 2 14 2 14 2 13 2 13 3 14 2 14 2 14 2 13 3 14 3 14 4 13 4 13 4 13 4 14 5 12,0 0 -22 6 -23 4 -21 4 -18 3 -15 3 -12 5 -9 4 -5 5 -2 5 3 6 6 8 8 9 10 9 13 11 13 11 14 12 14 12 13 12 12 10 11 9 10 8 9 5 7 3 6 0 6 -3 6 -5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7 10 5 9 2 7 1 4 -1 1 -2 -3 -2 -7 -1 -11 0 -15 1 -17 3 -19 5 -20 7 -20 7 -18 7 -17 7 -15 6 -12 4 -10 2 -6 0 -3 -5 1 -9 2 -11 4 -14 6 -18 6 -20 6
224550537,7E:8A:AE:D6:C8:CD,0,-26.04,-56,-62,0 0 -6 11 -6 13 -6 13 -6 12 -6 12 -6 13 -5 12 -5 12 -5 12 -4 12 -4 12 -4 12 -4 12 -4 12 -4 11 -4 11 -4 12 -4 12 -4 13 -4 13 -4 13 -4 12 -4 12 -4 10 -4 10 -4 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -5 12 -6 12 -6 12 -6 12 -7 12 -7 12 -8 12 -8 12 -8 12 -8 11 -9 10 -9 10 -9 10 -9 10 -9 11 -9 11 -8 11 -8 11 -8 11 -8 12 -7 12 -7 12 -6 12 -6 12 -7 12 -7 12,0 0 -12 -21 -11 -16 -9 -14 -8 -11 -8 -7 -8 -4 -9 -1 -9 2 -9 5 -11 8 -12 11 -14 12 -15 12 -16 14 -16 13 -17 13 -16 11 -15 9 -12 8 -10 8 -8 7 -6 7 -3 6 0 7 2 8 4 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 7 3 5 1 2 1 -2 1 -6 2 -9 4 -12 7 -15 10 -16 12 -15 14 -15 15 -13 15 -12 14 -9 12 -7 9 -6 6 -6 2 -4 -1 -4 -6 -5 -11 -7 -14 -9 -15 -12 -17 -14 -18 -17 -19 -18
224641558,7E:8A:AE:D6:C8:CD,0,-90.00,-55,-63,0 0 6 -13 6 -12 6 -12 5 -13 5 -13 5 -13 5 -13 4 -12 4 -13 4 -13 4 -12 4 -12 3 -12 3 -12 3 -12 3 -12 3 -13 4 -13 4 -13 4 -14 4 -13 4 -12 4 -12 4 -11 4 -10 4 -10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 -12 5 -12 5 -12 5 -12 6 -12 6 -12 6 -13 7 -12 7 -12 7 -11 8 -10 8 -10 8 -11 8 -10 8 -11 8 -12 7 -12 8 -12 7 -12 7 -12 6 -12 6 -13 6 -12 6 -12 6 -13 6 -12,0 0 -22 -1 -21 -2 -18 -2 -14 0 -11 2 -11 5 -9 6 -8 8 -6 10 -6 13 -7 16 -8 17 -8 17 -8 18 -8 17 -9 17 -9 16 -8 14 -7 13 -5 13 -4 12 -3 11 -1 10 1 9 3 10 4 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 -8 5 -6 2 -4 -1 -3 -5 -3 -8 -4 -11 -7 -14 -10 -14 -13 -13 -15 -12 -17 -10 -19 -8 -19 -6 -17 -5 -14 -4 -12 -5 -10 -5 -6 -6 -3 -8 2 -12 5 -16 5 -18 5 -21 4 -24 4 -25 2
228458332,7E:8A:AE:D6:C8:CD,18672,-90.00,-53,-61,0 0 12 -10 10 -9 11 -9 10 -9 10 -9 10 -9 10 -9 10 -9 10 -9 9 -10 9 -10 8 -10 8 -10 8 -10 8 -10 8 -9 8 -9 8 -9 8 -9 9 -9 9 -9 8 -8 9 -8 8 -8 7 -8 7 -7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7 -10 8 -10 9 -10 9 -10 10 -10 10 -10 10 -10 11 -10 11 -10 10 -9 11 -9 11 -8 11 -8 10 -8 10 -8 11 -8 11 -8 12 -8 11 -8 12 -9 12 -10 11 -10 11 -10 10 -10 11 -11 10 -11,0 0 -13 10 -15 9 -17 9 -16 8 -15 8 -15 8 -14 7 -12 6 -10 5 -6 4 -3 4 -1 5 2 5 5 6 7 6 10 7 12 8 12 10 12 10 12 11 11 11 10 10 8 9 7 8 6 6 6 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 11 0 11 2 10 2 8 2 5 2 4 1 1 -1 -1 -3 -3 -6 -3 -8 -3 -11 -4 -12 -4 -15 -3 -15 -2 -16 -2 -16 -2 -15 -2 -14 -1 -13 -1 -10 -2 -7 -3 -5 -4 -2 -5 1 -6 4 -8 6
