timestamp,mac,seq_ctrl,aoa,master_rssi,worker_rssi,IQ_master,IQ_worker
91620703,7E:8A:AE:D6:C8:CD,0,-31.29,-65,-74,0 0 5 -17 8 -17 6 -17 4 -16 3 -16 2 -16 1 -14 1 -13 2 -12 2 -11 3 -10 4 -10 5 -10 6 -12 6 -12 6 -13 6 -14 5 -14 4 -14 4 -14 3 -13 3 -12 3 -11 3 -9 4 -8 4 -7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -4 -13 -3 -13 -3 -12 -2 -12 -1 -11 1 -11 2 -11 4 -12 5 -12 5 -13 6 -14 7 -16 6 -16 5 -16 4 -16 2 -17 1 -16 1 -15 1 -14 1 -13 2 -12 3 -11 4 -11 5 -11 6 -12 6 -12,0 0 -10 -3 -9 -2 -9 -3 -9 -2 -10 -3 -10 -3 -11 -3 -10 -4 -12 -2 -11 -1 -10 1 -11 0 -10 2 -9 3 -8 3 -7 3 -5 3 -5 2 -4 2 -4 2 -4 1 -4 0 -4 -1 -5 -1 -5 -1 -6 -1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -22 0 -22 0 -22 -1 -22 -2 -21 -2 -20 -3 -19 -3 -18 -5 -17 -5 -17 -5 -17 -7 -17 -8 -17 -9 -16 -8 -15 -8 -15 -8 -16 -6 -16 -6 -16 -5 -17 -5 -17 -4 -16 -3 -14 -2 -14 -2 -14 -2 -12 -1
91651973,7E:8A:AE:D6:C8:CD,0,43.91,-65,-74,0 0 9 -15 10 -15 9 -15 7 -15 5 -15 5 -15 3 -13 4 -12 4 -11 4 -10 5 -9 6 -8 6 -8 8 -10 8 -10 8 -11 9 -12 8 -12 7 -12 6 -13 6 -12 5 -11 5 -10 5 -8 5 -7 6 -6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -2 -13 -1 -13 -1 -12 0 -11 1 -11 2 -11 4 -10 6 -10 7 -11 8 -11 9 -13 9 -14 9 -15 8 -15 7 -15 5 -16 4 -15 3 -14 2 -13 3 -12 4 -11 5 -11 6 -10 6 -9 9 -11 9 -11,0 0 5 7 5 7 5 7 4 8 5 7 5 8 6 8 5 8 6 8 7 7 7 7 8 5 9 4 9 3 7 2 6 1 5 0 4 0 4 0 2 0 2 1 2 1 2 4 3 3 2 4 3 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 16 13 15 14 15 14 14 15 12 14 12 15 10 15 9 14 9 15 7 14 6 16 6 15 6 16 5 16 6 14 7 16 7 15 8 15 8 14 9 13 8 12 8 12 9 10 9 8 8 9 8 8
91734716,7E:8A:AE:D6:C8:CD,0,-20.21,-65,-74,0 0 -17 -5 -18 -7 -17 -6 -17 -4 -16 -3 -16 -2 -14 -1 -12 -1 -12 -2 -11 -2 -10 -4 -10 -5 -10 -5 -12 -6 -12 -6 -13 -6 -14 -6 -14 -5 -14 -4 -14 -4 -13 -3 -12 -2 -11 -3 -9 -3 -8 -4 -8 -5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -13 3 -12 3 -12 3 -11 2 -11 1 -10 -1 -11 -2 -11 -4 -12 -5 -13 -6 -14 -7 -15 -7 -17 -7 -17 -5 -16 -4 -17 -2 -16 -1 -15 -1 -13 -1 -13 -1 -12 -2 -11 -3 -11 -4 -11 -6 -13 -6 -13 -7,0 0 -6 7 -7 6 -7 6 -6 6 -7 6 -7 6 -7 7 -8 6 -8 8 -8 8 -6 10 -4 10 -4 10 -2 10 -1 9 -1 7 0 6 0 5 1 5 0 3 -1 4 -2 3 -3 3 -3 3 -5 3 -4 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -11 19 -10 20 -11 19 -12 18 -12 16 -12 15 -12 14 -13 14 -13 12 -13 11 -14 10 -16 10 -16 9 -15 9 -15 9 -14 10 -14 11 -13 11 -12 11 -13 12 -12 11 -11 10 -9 10 -8 9 -8 10 -8 10
91778962,7E:8A:AE:D6:C8:CD,0,-33.01,-65,-74,0 0 17 3 17 4 17 2 16 1 15 0 15 -1 13 -1 12 -2 11 -1 10 0 9 1 10 2 10 3 11 3 11 4 12 4 13 4 14 3 14 2 14 1 13 0 12 0 10 1 9 1 8 2 7 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 11 -6 10 -7 10 -6 9 -5 10 -3 9 -2 10 0 11 1 12 2 12 3 14 3 15 3 16 3 16 2 16 0 16 -1 15 -3 14 -2 12 -3 12 -2 11 -1 10 0 10 1 11 3 13 4 13 4,0 0 -2 -9 -2 -11 0 -9 0 -10 0 -9 1 -9 0 -11 1 -11 0 -12 -2 -11 -3 -11 -4 -11 -6 -9 -7 -10 -6 -8 -7 -6 -6 -5 -5 -4 -5 -3 -5 -3 -3 -3 -2 -5 -2 -4 -1 -5 -1 -6 -1 -7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -5 -22 -5 -21 -4 -21 -3 -22 -2 -21 -1 -19 -1 -18 0 -18 1 -17 2 -17 2 -17 3 -17 4 -17 4 -16 4 -17 3 -16 2 -16 2 -17 1 -17 0 -17 0 -17 0 -16 -1 -14 -1 -14 -2 -13 -1 -13
91840092,7E:8A:AE:D6:C8:CD,28864,-35.48,-66,-75,0 0 -1 17 -2 17 0 17 1 16 2 15 3 15 3 12 3 11 2 10 1 9 0 9 -1 9 -2 9 -2 11 -2 11 -3 12 -2 13 -2 13 -1 13 -1 13 0 12 0 11 0 10 -1 9 -1 8 -2 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10 8 9 7 9 7 8 7 7 7 5 8 4 9 2 10 1 11 1 12 0 14 0 15 2 17 3 16 3 16 5 16 5 14 6 13 5 12 5 11 4 11 2 10 1 10 0 11 -1 12 -2 13,0 0 10 -4 6 -4 8 -3 7 -3 7 -3 9 -1 8 -1 10 -1 10 -1 11 -3 11 -4 10 -6 10 -7 10 -8 8 -8 7 -9 6 -8 3 -8 3 -8 3 -7 3 -5 3 -4 4 -2 5 -2 6 -1 7 -1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 17 -13 17 -12 17 -12 16 -12 16 -11 17 -10 16 -8 15 -6 15 -7 15 -6 15 -4 16 -2 16 -2 15 -1 15 0 15 -2 15 -2 16 -2 15 -2 16 -5 16 -4 14 -5 14 -6 14 -5 12 -6 11 -6
91899540,7E:8A:AE:D6:C8:CD,28880,-18.71,-67,-75,0 0 -16 1 -18 2 -18 3 -17 3 -16 4 -16 5 -13 5 -12 5 -11 4 -11 3 -10 2 -10 1 -10 0 -12 -1 -12 -1 -13 -1 -14 -1 -15 0 -15 1 -14 1 -14 1 -12 1 -11 1 -9 0 -9 -1 -9 -2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -7 11 -6 11 -6 11 -7 10 -6 8 -7 7 -8 5 -10 4 -12 3 -13 3 -15 3 -16 3 -17 4 -16 5 -16 7 -16 7 -15 8 -14 9 -11 8 -11 7 -11 6 -10 4 -10 2 -11 1 -13 0 -15 0,0 0 -3 7 -2 8 -2 7 -2 6 -3 6 -4 7 -5 6 -5 7 -6 9 -5 9 -4 11 -2 12 -1 12 1 13 2 11 3 11 3 9 3 7 4 7 3 6 2 5 1 4 -2 5 -2 4 -4 4 -4 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 20 2 20 1 20 1 20 1 19 -1 18 -2 18 -2 17 -3 16 -4 14 -4 15 -6 14 -7 14 -8 12 -7 12 -8 13 -9 13 -7 14 -7 13 -7 15 -6 14 -5 14 -4 14 -3 15 -3 13 -3 12
91930921,7E:8A:AE:D6:C8:CD,28880,56.93,-67,-76,0 0 -16 -5 -18 -5 -18 -3 -18 -3 -17 -1 -17 0 -15 0 -13 1 -12 0 -11 0 -10 -2 -10 -3 -10 -4 -12 -5 -12 -5 -13 -5 -13 -5 -14 -5 -14 -4 -14 -4 -13 -3 -13 -3 -12 -2 -10 -2 -9 -3 -7 -4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -10 9 -10 8 -10 8 -9 8 -10 6 -9 4 -10 2 -12 1 -13 -1 -13 -2 -15 -2 -17 -2 -18 -2 -18 0 -18 1 -18 2 -17 3 -16 4 -14 4 -14 3 -12 2 -12 1 -11 -1 -12 -4 -13 -4 -14 -5,0 0 8 -6 7 -5 8 -5 6 -4 6 -4 7 -3 8 -3 9 -2 12 -3 10 -4 11 -7 11 -10 9 -9 8 -11 8 -12 5 -12 5 -10 2 -10 2 -9 1 -8 2 -6 3 -4 4 -4 4 -3 5 -3 7 -2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 13 -17 13 -17 14 -18 15 -16 15 -15 16 -15 14 -11 14 -11 14 -10 14 -9 16 -7 15 -7 14 -4 15 -4 15 -5 15 -5 15 -4 15 -4 16 -6 16 -6 16 -7 14 -8 12 -7 13 -7 12 -9 10 -10
91973983,7E:8A:AE:D6:C8:CD,28880,1.21,-67,-76,0 0 16 0 19 0 18 -1 18 -3 16 -3 16 -4 14 -5 12 -4 11 -4 10 -3 9 -2 9 0 10 0 11 1 11 2 13 1 14 1 14 0 14 0 14 -1 13 -1 12 -1 11 -1 9 0 8 0 8 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8 -11 8 -11 7 -11 7 -10 7 -8 8 -7 9 -5 10 -4 12 -3 12 -2 14 -1 16 -1 17 -2 17 -4 17 -5 16 -6 15 -7 14 -7 12 -7 12 -7 11 -6 10 -4 11 -2 11 -1 12 0 14 1,0 0 9 -4 9 -3 6 -2 7 -3 6 -1 8 1 8 1 8 1 10 1 12 -1 12 -2 12 -3 11 -4 12 -7 10 -7 8 -8 7 -8 6 -8 6 -8 5 -7 4 -6 3 -3 4 -2 4 0 5 1 9 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 18 -11 18 -11 19 -11 19 -9 18 -9 18 -7 16 -6 17 -6 16 -4 15 -3 16 -3 16 -1 14 1 15 2 14 2 15 2 16 1 16 1 16 0 17 -1 16 0 16 -2 15 -2 15 -2 14 -4 13 -4
92012627,7E:8A:AE:D6:C8:CD,28880,-39.67,-67,-76,0 0 -10 11 -11 14 -10 14 -9 14 -7 14 -6 14 -4 12 -5 11 -5 10 -6 9 -6 7 -7 7 -7 6 -8 7 -9 8 -9 8 -11 10 -10 9 -9 10 -9 10 -8 10 -8 9 -7 9 -7 7 -6 6 -7 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 11 5 11 5 11 3 10 3 10 1 9 -1 10 -3 9 -5 10 -6 10 -6 12 -7 14 -7 15 -6 15 -5 15 -3 17 -3 15 -2 15 -1 12 -2 13 -2 12 -3 10 -5 9 -7 7 -7 9 -9 10,0 0 8 0 9 -2 7 0 7 1 8 1 8 2 7 3 9 3 10 4 10 2 10 2 12 -1 12 -3 12 -3 12 -4 11 -5 9 -7 8 -6 5 -7 7 -7 7 -4 6 0 2 0 5 2 6 2 6 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 20 -7 20 -7 20 -8 19 -4 19 -5 19 -4 19 -2 17 0 16 -2 14 -1 13 3 15 4 14 4 12 5 14 4 14 6 15 5 14 5 16 4 15 4 17 2 15 2 13 0 13 1 14 0 11 -2
92051872,7E:8A:AE:D6:C8:CD,28880,-17.13,-67,-75,0 0 17 -4 16 -6 16 -7 16 -8 15 -9 14 -10 12 -9 10 -8 9 -7 9 -6 9 -5 9 -3 10 -3 11 -2 12 -2 13 -2 14 -3 14 -3 14 -4 14 -5 13 -5 11 -4 10 -4 9 -3 9 -2 7 -1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 -14 2 -14 2 -13 2 -13 3 -11 4 -10 6 -8 8 -8 10 -7 11 -7 13 -8 14 -8 15 -9 14 -10 14 -11 13 -13 11 -13 11 -13 9 -12 9 -11 8 -10 9 -8 9 -6 10 -5 13 -5 14 -5,0 0 -2 -8 -2 -9 -1 -8 1 -7 1 -7 1 -8 3 -10 2 -10 3 -11 1 -11 1 -12 -1 -12 -3 -13 -4 -13 -4 -11 -6 -10 -6 -10 -6 -7 -6 -6 -4 -6 -4 -5 -3 -5 0 -5 0 -6 2 -7 2 -8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -5 -20 -5 -21 -5 -20 -5 -20 -3 -19 -1 -18 -2 -18 -1 -18 0 -17 0 -16 2 -15 4 -15 5 -15 5 -15 4 -14 4 -15 4 -15 4 -16 4 -15 4 -16 3 -16 2 -15 0 -14 0 -14 -2 -14 -1 -13
92092237,7E:8A:AE:D6:C8:CD,28880,33.88,-67,-76,0 0 -14 5 -17 7 -16 8 -15 8 -14 8 -13 10 -11 9 -10 8 -9 7 -9 6 -9 4 -9 3 -10 3 -11 2 -12 2 -13 3 -14 3 -14 4 -14 5 -13 5 -13 6 -11 5 -10 4 -9 3 -9 2 -8 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -4 13 -4 12 -3 12 -4 11 -4 10 -5 8 -7 7 -9 6 -10 6 -11 6 -13 6 -14 7 -15 8 -14 9 -14 10 -13 11 -12 11 -10 11 -10 11 -9 10 -8 9 -9 7 -9 5 -10 4 -12 4 -14 3,0 0 -5 -6 -7 -8 -4 -7 -3 -7 -2 -8 -3 -8 -3 -9 -2 -10 -2 -11 -3 -11 -5 -11 -7 -11 -8 -10 -10 -9 -10 -8 -11 -7 -10 -6 -9 -4 -9 -3 -7 -3 -7 -2 -5 -4 -4 -5 -3 -5 -1 -7 -2 -8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -14 -15 -14 -17 -12 -17 -13 -17 -13 -17 -10 -16 -9 -16 -9 -15 -8 -15 -8 -14 -6 -15 -5 -15 -3 -15 -2 -14 -1 -15 -3 -15 -3 -15 -4 -16 -5 -16 -5 -16 -6 -16 -6 -16 -6 -14 -7 -12 -6 -12 -7 -11
