timestamp,mac,seq_ctrl,aoa,master_rssi,worker_rssi,IQ_master,IQ_worker,distance_m,angle_deg
146932904,7E:8A:AE:D6:C8:CD,21248,23.78,-74,-73,0 0 3 -14 2 -14 2 -15 2 -14 1 -13 1 -15 1 -13 1 -13 1 -13 1 -14 0 -14 0 -14 0 -13 0 -14 0 -13 0 -14 0 -13 0 -14 1 -13 0 -14 1 -13 0 -13 1 -12 1 -11 1 -11 1 -11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 -13 0 -13 0 -14 2 -14 3 -14 3 -14 3 -14 4 -14 3 -14 3 -14 4 -14 4 -13 5 -15 4 -13 4 -14 5 -14 3 -15 4 -14 3 -13 4 -14 2 -14 4 -14 3 -14 3 -14 2 -15 3 -15,0 0 11 -2 13 -2 11 -2 11 -2 11 -3 10 -3 9 -3 10 -3 9 -4 10 -4 9 -4 9 -5 9 -5 9 -5 9 -4 8 -4 8 -5 8 -5 8 -4 8 -4 7 -3 8 -3 7 -4 6 -3 6 -3 6 -3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 15 -5 15 -4 16 -3 16 -3 17 -2 16 -2 16 -1 17 -1 17 -1 16 0 16 0 16 -1 16 0 16 0 16 0 16 0 15 0 15 0 14 -1 15 0 14 -1 14 -1 13 -2 14 -1 14 -2 13 -2,2,-45
148364955,7E:8A:AE:D6:C8:CD,21360,10.05,-76,-74,0 0 -6 15 -5 16 -3 15 -2 13 -2 11 -2 11 -3 8 -3 7 -4 6 -6 8 -6 9 -9 10 -9 10 -9 13 -7 14 -6 14 -5 13 -3 14 -2 12 -2 11 -2 9 -2 8 -2 6 -4 5 -5 3 -6 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 14 4 14 2 13 0 12 -2 13 -5 13 -6 14 -6 15 -8 16 -7 16 -7 17 -6 17 -5 16 -4 14 -3 14 -2 12 -2 12 -3 10 -4 9 -5 8 -6 9 -7 11 -7 10 -9 13 -9 14 -8 15,0 0 -12 9 -11 11 -10 11 -9 9 -7 9 -7 7 -8 5 -8 5 -8 5 -9 5 -10 5 -10 6 -9 7 -10 9 -8 8 -7 8 -7 8 -5 10 -5 7 -5 7 -4 6 -4 4 -5 4 -5 2 -6 2 -7 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -8 16 -9 14 -9 13 -10 12 -12 11 -14 11 -15 10 -16 11 -18 11 -17 11 -17 11 -16 12 -15 12 -14 11 -12 11 -10 11 -10 10 -10 9 -10 8 -11 7 -12 7 -12 7 -13 6 -13 7 -16 9 -14 12,2,-45
148494593,7E:8A:AE:D6:C8:CD,21376,-7.71,-76,-74,0 0 12 -8 12 -7 10 -6 11 -8 10 -7 10 -8 11 -8 9 -8 10 -8 9 -8 10 -8 9 -8 8 -9 8 -9 9 -8 8 -8 8 -8 7 -8 7 -8 7 -8 8 -8 8 -9 7 -8 8 -6 7 -7 7 -7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12 -9 13 -8 14 -9 14 -9 14 -8 14 -6 14 -6 14 -7 15 -5 14 -6 14 -5 14 -4 15 -4 13 -5 13 -5 13 -5 13 -6 13 -5 13 -5 12 -6 11 -6 12 -7 12 -6 11 -7 13 -7 12 -8,0 0 9 -12 7 -11 8 -11 7 -10 7 -10 6 -12 6 -11 5 -11 5 -10 5 -10 4 -11 4 -10 3 -11 3 -10 3 -9 3 -10 3 -9 3 -9 2 -10 2 -10 3 -9 3 -8 3 -9 3 -8 2 -7 3 -7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9 -15 10 -15 11 -13 11 -14 12 -13 12 -13 13 -13 13 -13 13 -13 13 -12 13 -12 13 -10 12 -11 11 -10 12 -11 11 -10 10 -10 10 -11 9 -10 10 -11 9 -11 8 -12 8 -10 7 -11 8 -11 8 -12,2,-45
148788254,7E:8A:AE:D6:C8:CD,21392,-17.95,-75,-74,0 0 -10 14 -9 15 -5 15 -6 14 -5 12 -5 11 -5 8 -7 8 -8 7 -8 7 -10 7 -12 7 -11 9 -13 10 -12 11 -11 12 -9 13 -8 13 -7 11 -6 11 -7 9 -7 7 -7 7 -5 3 -6 3 -9 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 15 1 12 1 13 -2 11 -5 11 -4 10 -7 12 -8 13 -9 15 -10 14 -11 16 -9 13 -8 15 -7 15 -5 14 -5 14 -5 12 -5 11 -5 9 -6 10 -8 9 -9 8 -10 10 -11 10 -11 13 -11 13,0 0 7 13 8 12 8 11 7 11 7 9 6 9 4 7 4 9 4 10 4 7 4 10 4 11 4 11 6 12 6 9 6 10 6 7 6 7 6 7 6 6 5 5 5 7 3 5 2 5 1 6 1 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10 14 8 13 7 13 6 15 5 15 5 16 3 16 2 17 3 18 4 18 4 20 3 19 5 17 5 16 5 16 4 14 4 14 4 11 4 11 3 12 3 12 2 13 3 13 3 12 5 15 6 16,2,-45
148830885,7E:8A:AE:D6:C8:CD,21408,-52.37,-76,-74,0 0 14 -2 14 -3 13 -3 13 -4 12 -4 14 -3 12 -3 12 -2 12 -3 12 -4 12 -5 12 -4 10 -4 12 -5 10 -4 10 -4 11 -4 11 -4 10 -4 11 -4 10 -4 9 -4 11 -4 9 -3 9 -2 9 -3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 13 -5 14 -5 13 -5 14 -3 14 -3 14 -3 14 -2 16 -1 16 -1 14 -1 14 -2 15 0 15 0 14 0 13 -1 13 -1 13 -2 11 -2 12 -2 14 -2 13 -2 13 -2 13 -2 13 -2 14 -3 14 -4,0 0 -12 -6 -13 -6 -12 -6 -12 -6 -12 -6 -12 -5 -12 -4 -11 -5 -11 -4 -12 -3 -11 -4 -11 -3 -10 -3 -10 -2 -10 -3 -10 -2 -11 -2 -10 -2 -9 -2 -9 -2 -9 -2 -9 -2 -9 -2 -8 -2 -8 -2 -7 -2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -15 -8 -14 -9 -15 -10 -14 -10 -15 -11 -13 -10 -13 -11 -14 -13 -14 -12 -14 -12 -12 -12 -12 -11 -12 -12 -12 -11 -12 -10 -12 -11 -12 -9 -12 -9 -11 -8 -12 -8 -13 -9 -12 -8 -13 -7 -12 -7 -13 -7 -13 -7,2,-45
151776635,7E:8A:AE:D6:C8:CD,21648,90.0,-92,-77,0 0 -5 -22 5 -23 -1 -17 -1 -21 0 -12 1 -12 1 -4 3 -3 -7 4 -11 3 -10 9 -8 10 -13 13 -11 14 -19 19 -12 4 -13 12 -8 10 -7 11 -8 7 -3 5 -6 -3 2 5 3 2 12 0 12 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -17 6 -16 8 -15 1 -13 5 -12 1 -3 3 -5 7 1 0 4 0 6 7 7 10 15 4 18 10 11 13 13 10 12 9 12 6 11 10 7 4 5 -1 5 0 2 -8 2 -7 -1 -17 -3 -16 -8 -16,0 0 15 5 15 5 14 3 11 3 9 3 9 4 7 4 7 7 6 7 7 9 10 8 9 9 11 8 12 9 11 7 12 5 10 4 10 3 10 3 5 3 4 2 5 2 4 7 2 6 2 7 3 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 14 -2 13 -1 12 2 12 3 11 5 13 7 12 8 14 12 13 10 14 8 13 11 17 10 16 8 14 7 14 5 13 5 13 4 10 6 7 5 7 7 9 9 7 9 12 8 11 9 14 10 16 9,2,-45
151839755,7E:8A:AE:D6:C8:CD,21680,45.67,-90,-76,0 0 -6 15 -12 21 -10 17 -14 14 -6 12 -6 11 -4 5 -2 2 1 0 6 3 4 -6 6 -8 11 -11 12 -5 10 -10 11 -13 8 -13 12 -14 9 -11 10 -9 6 -6 4 -5 1 -6 1 -6 0 1 -7 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7 10 5 11 2 8 4 9 4 5 -1 -1 4 -1 4 -4 -4 -7 -1 -8 0 -16 -1 -13 -3 -20 -2 -17 -1 -18 1 -17 1 -18 -1 -8 -2 -7 -5 -8 0 -2 -7 3 0 4 -4 8 -4 12 -4 13,0 0 -6 -17 -8 -18 -7 -15 -7 -14 -7 -10 -4 -10 -4 -9 -1 -8 0 -10 1 -11 1 -12 1 -14 0 -14 -1 -15 -2 -15 -2 -14 -4 -15 -5 -13 -4 -10 -4 -9 -2 -9 -1 -7 0 -6 1 -6 4 -7 3 -6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -13 -8 -13 -7 -10 -10 -9 -10 -7 -13 -5 -12 -5 -15 -5 -18 -5 -18 -7 -19 -7 -20 -8 -18 -9 -19 -8 -16 -9 -14 -8 -14 -6 -13 -6 -11 -5 -11 -2 -11 -1 -12 1 -14 1 -14 -2 -16 -2 -18 -4 -18,2,-45
151869603,7E:8A:AE:D6:C8:CD,21680,90.0,-89,-77,0 0 4 20 4 24 1 17 0 18 1 10 -4 14 0 9 7 3 -5 6 3 -1 6 -6 4 -9 9 -13 13 -13 13 -9 8 -12 11 -11 10 -13 10 -11 12 -10 8 -9 6 -11 4 -4 5 -2 -3 -3 -5 -2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 15 -3 13 -3 11 1 6 -1 6 2 1 -4 5 -7 -7 -3 -7 -5 -11 -4 -10 -11 -14 -11 -15 -8 -10 -7 -12 -8 -10 -7 -9 -11 -8 -9 -8 -5 -6 -4 -3 -2 -2 -3 1 6 -3 7 1 8 3 14,0 0 -13 9 -13 10 -11 12 -9 9 -9 8 -8 7 -7 4 -8 4 -9 1 -11 2 -11 2 -13 3 -13 2 -15 4 -13 5 -13 7 -12 7 -11 7 -8 6 -8 6 -7 5 -6 3 -6 1 -5 0 -6 0 -7 -2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -3 15 -4 13 -5 11 -6 11 -8 9 -9 10 -14 9 -13 11 -16 11 -16 11 -15 12 -15 13 -13 12 -12 13 -12 12 -11 10 -8 10 -8 7 -10 6 -10 5 -11 4 -12 4 -14 4 -15 5 -16 8 -16 10,2,-45
155651239,7E:8A:AE:D6:C8:CD,20784,-29.68,-75,-75,0 0 0 12 0 14 1 13 1 13 0 13 1 13 1 13 1 12 2 12 2 13 2 13 2 12 2 11 3 11 3 11 3 11 3 11 2 11 2 11 2 12 1 11 1 11 1 10 1 10 0 11 1 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 11 2 11 3 11 2 12 1 12 2 12 1 14 1 12 1 14 1 13 0 14 0 13 0 13 1 12 -1 13 0 13 0 14 0 13 0 13 0 14 0 15 0 15 0 13 0 13 0 15 1 15,0 0 18 1 19 0 18 -1 17 -1 15 -3 15 -3 13 -3 11 -2 11 -3 10 -2 11 1 10 2 12 3 13 5 13 4 16 3 16 2 17 3 17 2 17 0 16 -1 14 0 12 0 11 0 9 2 8 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10 -5 11 -5 10 -4 10 -3 9 -1 9 -1 9 1 11 2 12 2 10 1 11 2 14 2 14 1 13 -1 14 -2 14 -4 12 -3 11 -3 11 -4 10 -3 11 -2 11 0 12 0 12 1 14 2 16 3,2,-45
155951540,7E:8A:AE:D6:C8:CD,21904,-28.15,-74,-75,0 0 7 10 10 10 9 9 8 10 8 10 9 10 8 9 8 9 9 9 9 9 10 8 10 7 10 6 10 6 9 6 10 6 9 6 9 7 9 6 8 7 7 7 7 7 8 8 6 7 7 7 6 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9 7 8 7 9 8 9 9 10 10 9 11 9 11 9 12 9 12 9 10 8 11 8 11 8 12 7 10 8 10 7 10 8 11 8 11 8 11 10 12 9 11 9 11 10 11 10 12 10 12 10 12,0 0 15 -8 15 -9 14 -10 12 -11 12 -11 11 -11 9 -9 9 -8 8 -8 9 -7 10 -6 11 -5 11 -5 12 -5 13 -5 14 -7 14 -8 14 -9 15 -10 14 -9 12 -9 11 -9 10 -7 9 -5 9 -4 8 -2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7 -10 8 -9 8 -9 8 -8 8 -8 8 -7 9 -6 10 -5 10 -6 10 -5 11 -6 11 -6 12 -7 11 -8 10 -9 9 -9 9 -10 7 -9 7 -7 8 -8 8 -7 9 -8 10 -6 12 -8 14 -6 14 -7,2,-45
160037227,7E:8A:AE:D6:C8:CD,22288,41.75,-77,-71,0 0 -5 14 -6 13 -6 15 -5 15 -3 15 -3 15 -2 14 -1 13 0 13 0 12 -1 10 -3 7 -3 8 -5 7 -5 8 -6 9 -7 10 -8 11 -7 11 -8 13 -7 14 -6 13 -6 13 -5 11 -5 10 -5 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 8 6 8 7 8 7 8 8 9 6 9 4 7 3 8 3 9 0 8 0 10 -1 10 -1 11 -1 12 -1 13 0 14 0 15 2 14 2 13 3 13 2 12 2 11 1 10 0 10 -2 11 -3 11,0 0 -14 -13 -16 -15 -16 -13 -16 -12 -14 -10 -14 -9 -12 -8 -10 -6 -8 -6 -5 -7 -3 -9 -2 -10 -2 -12 -2 -14 -2 -15 -3 -16 -4 -17 -6 -17 -7 -16 -7 -15 -7 -13 -6 -11 -4 -10 -3 -7 -1 -7 1 -6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -9 7 -8 7 -8 6 -8 5 -7 3 -8 1 -9 0 -9 -2 -11 -4 -12 -5 -13 -5 -15 -5 -17 -4 -16 -3 -16 -1 -16 -1 -15 0 -14 0 -12 0 -11 -2 -11 -2 -9 -4 -9 -6 -10 -9 -10 -11 -11 -12,2,-45
160383328,7E:8A:AE:D6:C8:CD,21696,-31.26,-78,-74,0 0 -9 -12 -8 -13 -8 -11 -8 -12 -8 -11 -8 -10 -8 -9 -8 -9 -9 -9 -10 -9 -10 -9 -8 -9 -9 -9 -10 -7 -11 -7 -10 -6 -11 -7 -10 -7 -10 -7 -11 -8 -10 -6 -10 -7 -11 -8 -9 -8 -10 -8 -8 -8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -8 -9 -8 -9 -7 -10 -8 -11 -8 -11 -8 -12 -7 -12 -8 -13 -7 -12 -7 -12 -7 -13 -8 -13 -7 -13 -6 -13 -7 -13 -8 -13 -8 -13 -7 -12 -6 -13 -9 -13 -7 -14 -9 -13 -7 -12 -9 -13 -8 -13 -9 -13,0 0 -11 10 -13 11 -12 10 -12 11 -12 9 -11 10 -11 8 -10 10 -10 9 -10 10 -10 10 -9 9 -9 9 -9 11 -9 10 -8 9 -9 10 -8 9 -9 9 -9 8 -9 9 -10 8 -9 8 -9 7 -8 6 -9 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -9 6 -10 6 -9 7 -11 6 -10 7 -10 6 -11 7 -11 6 -11 7 -12 7 -11 7 -12 7 -12 7 -10 7 -11 7 -11 9 -11 9 -11 8 -11 9 -11 9 -11 10 -12 9 -11 9 -11 11 -12 10 -13 10,2,-45
161353657,7E:8A:AE:D6:C8:CD,22384,38.56,-85,-74,0 0 14 -8 16 -9 16 -10 20 -7 14 -6 19 -9 10 -7 12 -6 12 -6 8 -4 3 -1 -1 -2 -5 -1 -5 1 -5 2 -9 8 -14 7 -12 10 -15 15 -14 14 -17 12 -13 13 -10 7 -14 8 -11 5 -10 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 -1 7 -3 10 -5 12 -8 7 -7 6 -5 9 -6 5 -5 2 -2 -1 -7 2 -2 -6 0 -7 1 -12 1 -13 2 -13 5 -15 3 -19 7 -18 6 -13 8 -16 3 -8 2 -8 0 1 -4 3 -3 6 -4,0 0 -16 -10 -20 -12 -19 -10 -17 -9 -16 -7 -15 -6 -12 -4 -7 -3 -6 -4 -2 -7 1 -8 1 -9 2 -12 2 -16 2 -16 1 -18 0 -19 0 -19 -2 -19 -2 -18 -1 -14 -2 -13 0 -9 0 -6 3 -4 3 -2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 11 3 10 0 8 0 7 -3 5 -5 3 -9 4 -11 4 -13 3 -15 6 -17 6 -17 7 -18 7 -17 9 -14 9 -14 10 -12 9 -8 7 -8 5 -7 3 -8 0 -8 -2 -8 -8 -9 -9 -12 -11 -13 -12,2,-45
161407737,7E:8A:AE:D6:C8:CD,22400,-44.13,-89,-73,0 0 1 -15 2 -10 2 -11 -2 -12 2 -11 0 -9 2 -7 3 -9 1 -11 -5 -8 -3 -13 -4 -15 -2 -7 0 -12 0 -8 0 -9 -4 -9 -3 -11 -4 -10 -5 -7 -4 -13 -10 -8 -3 -8 -3 -10 -6 -9 -5 -8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 21 -17 20 -9 19 -7 20 -11 15 -5 18 -3 15 -8 21 -4 18 -9 22 -5 16 -3 16 -2 18 -4 13 -5 12 -4 10 -4 9 -5 12 -4 10 -5 9 -5 8 -9 5 -11 -1 -6 3 -9 4 -10 4 -10,0 0 -14 -1 -14 0 -14 -1 -14 -1 -13 1 -15 0 -14 0 -12 1 -13 1 -13 1 -13 1 -12 2 -13 2 -13 2 -13 2 -12 1 -12 2 -13 1 -13 2 -13 1 -12 2 -12 1 -12 0 -11 0 -12 0 -12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -13 1 -14 0 -14 -1 -15 -1 -14 -2 -14 -3 -15 -2 -15 -3 -15 -2 -14 -3 -14 -3 -14 -3 -14 -4 -14 -3 -13 -2 -14 -3 -13 -2 -14 -2 -13 -1 -14 -2 -14 -1 -14 -1 -14 0 -14 -1 -14 -1 -14 0,2,-45
161439364,7E:8A:AE:D6:C8:CD,22400,90.0,-84,-72,0 0 -6 -15 -9 -17 -5 -12 -6 -12 -4 -7 -6 -6 -5 -2 -7 2 -7 3 -11 5 -7 11 -9 12 -6 13 -8 15 -10 14 -7 17 -5 16 -5 12 -4 17 -4 14 -1 12 -3 8 1 7 3 6 3 5 5 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -2 -6 2 -5 9 -1 12 0 14 5 14 8 16 9 15 14 15 15 12 18 11 17 6 15 4 12 4 8 3 4 3 0 2 -4 2 -4 3 -6 2 -12 2 -12 0 -13 -2 -17 -2 -15 -3 -18 -2 -19,0 0 17 9 18 9 17 7 14 5 11 3 9 3 6 3 2 4 -1 5 -2 9 -3 11 -4 12 -4 15 -3 17 -2 18 0 18 0 19 2 17 2 15 2 14 2 11 0 7 -2 6 -4 3 -5 1 -8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -3 -11 -1 -9 2 -8 5 -7 8 -6 11 -5 14 -5 16 -6 18 -7 17 -6 18 -8 17 -9 16 -9 13 -9 12 -8 9 -8 7 -6 7 -4 5 -1 6 3 6 6 7 8 9 9 12 10 14 13 16 13,2,-45
161478629,7E:8A:AE:D6:C8:CD,22416,90.0,-82,-74,0 0 9 0 7 -2 2 -2 1 -1 -2 -1 -8 -3 -11 1 -11 2 -17 5 -15 7 -13 10 -11 11 -13 13 -11 14 -7 7 -4 9 -4 10 -2 6 3 4 0 2 3 0 7 -4 3 -4 4 -5 5 -11 3 -11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -10 0 -10 -5 -13 -11 -12 -16 -12 -17 -14 -19 -11 -23 -12 -22 -8 -22 -10 -23 -7 -18 -2 -16 -1 -14 2 -8 4 -5 6 0 8 2 11 6 13 8 16 7 15 9 20 8 15 7 18 5 16 4 14 1,0 0 19 -6 17 -7 13 -6 11 -6 7 -4 5 -1 2 1 -1 4 -2 7 -4 10 -4 13 -4 15 -2 16 -2 19 0 18 0 18 1 18 2 15 2 13 1 10 1 8 -1 5 -3 1 -4 -1 -5 -4 -7 -7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -7 4 -7 1 -7 -3 -7 -7 -9 -10 -8 -13 -9 -16 -10 -18 -11 -19 -10 -19 -9 -19 -10 -17 -9 -15 -8 -14 -6 -11 -4 -7 -2 -5 1 -5 4 -3 8 -1 11 0 14 0 16 -2 19 -4 20 -4 20 -6,2,-45
161518831,7E:8A:AE:D6:C8:CD,22432,-90.0,-79,-79,0 0 2 5 -1 6 -2 7 -4 9 -6 10 -7 12 -4 14 -4 15 -3 17 -2 15 0 14 1 13 2 11 3 9 2 6 0 3 -2 2 -4 -1 -7 -2 -9 -3 -11 -3 -13 -3 -13 -2 -14 0 -14 0 -13 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 -10 5 -11 6 -15 7 -14 10 -16 11 -17 10 -16 8 -15 8 -15 7 -11 8 -10 7 -6 9 -5 8 -2 10 3 11 6 12 4 14 8 15 9 17 9 17 9 16 7 15 7 15 5 11 4 10 2,0 0 7 -1 9 -2 8 -3 7 -6 7 -8 8 -11 8 -11 7 -12 6 -14 7 -13 5 -14 6 -13 3 -13 2 -12 2 -13 0 -11 -1 -11 -2 -10 -2 -10 -5 -9 -7 -10 -6 -9 -8 -8 -7 -8 -9 -8 -9 -8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 6 3 9 2 13 0 15 -3 18 -6 17 -8 17 -10 16 -9 15 -9 12 -9 11 -8 7 -3 5 1 3 4 4 8 3 11 5 13 5 15 6 17 8 17 9 16 8 15 9 13 8 13 8 12 7,2,-45
162743732,7E:8A:AE:D6:C8:CD,22512,90.0,-81,-75,0 0 -9 -6 -11 -8 -12 -8 -16 -12 -15 -11 -16 -9 -17 -9 -16 -6 -14 -5 -13 -3 -10 -4 -7 -3 -5 -1 -1 -2 3 -2 6 -5 8 -6 10 -8 13 -10 14 -10 14 -13 13 -12 14 -12 11 -11 10 -10 9 -8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7 -4 8 -5 9 -5 10 -5 11 -7 12 -5 11 -4 8 -3 6 -1 4 0 4 2 -1 6 -1 6 -2 9 -4 11 -4 13 -2 14 -4 16 -3 15 -3 16 -2 15 0 13 -3 7 -2 7 -3 4 -6 0,0 0 18 3 21 3 19 1 16 1 12 0 11 0 7 1 3 1 1 3 -2 6 -2 9 -3 11 -4 15 -2 17 -2 18 0 19 1 19 2 19 4 17 4 15 3 11 3 10 0 7 -1 4 -4 1 -6 -1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -12 -7 -9 -7 -7 -7 -3 -9 0 -9 4 -10 7 -12 9 -13 11 -15 12 -15 13 -17 12 -16 12 -17 9 -15 8 -14 6 -13 4 -10 4 -8 3 -5 3 -1 6 0 8 5 10 5 11 6 15 6 18 8,2,-45
162778616,7E:8A:AE:D6:C8:CD,22528,-4.42,-80,-75,0 0 10 -2 13 -1 14 -2 17 -2 16 -4 17 -7 15 -5 13 -6 13 -7 11 -7 8 -6 6 -4 3 -2 4 2 1 4 0 7 1 9 -1 13 1 14 1 17 1 17 3 18 2 16 4 15 3 14 1 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -8 5 -9 5 -8 6 -10 7 -10 6 -9 7 -9 5 -9 4 -7 3 -6 0 -4 -2 -4 -5 -3 -7 -4 -11 -3 -13 -4 -14 -4 -15 -5 -16 -7 -14 -7 -16 -6 -14 -5 -11 -5 -11 -1 -8 1 -6 4 -6,0 0 10 -15 9 -18 9 -16 5 -16 5 -11 3 -12 3 -8 4 -5 4 -1 5 2 8 5 11 5 11 4 15 7 16 5 18 6 18 3 19 3 17 0 16 1 14 2 10 1 6 0 2 2 1 3 -2 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -13 7 -11 4 -11 2 -7 -2 -8 -4 -5 -8 -7 -11 -8 -15 -7 -19 -7 -18 -8 -19 -10 -19 -10 -16 -9 -16 -8 -16 -9 -12 -7 -10 -4 -8 -3 -7 2 -7 4 -5 6 -6 8 -9 8 -9 13 -10 13 -13,2,-45
162824136,7E:8A:AE:D6:C8:CD,22544,-2.25,-80,-75,0 0 2 -13 5 -13 6 -15 6 -17 3 -16 2 -19 2 -17 2 -16 -1 -14 0 -12 -1 -10 0 -8 1 -6 2 -4 5 -1 6 1 9 2 13 2 15 2 16 2 16 2 17 1 17 1 15 0 13 1 10 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -3 7 -3 9 -3 11 -5 10 -4 12 -4 8 -4 9 -4 7 -5 5 -5 2 -6 2 -6 -3 -8 -4 -9 -5 -11 -6 -14 -8 -14 -5 -14 -7 -15 -6 -16 -4 -14 -4 -13 -4 -9 -3 -6 -4 -3 -4 -3 -6,0 0 -4 -18 -6 -21 -7 -19 -7 -18 -6 -14 -6 -12 -4 -8 -2 -7 2 -5 4 -5 8 -3 10 -5 13 -6 15 -7 17 -9 17 -10 17 -12 15 -12 13 -13 13 -12 10 -10 9 -8 6 -4 4 -3 3 2 2 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -5 12 -5 10 -5 7 -7 5 -9 1 -10 -1 -13 -4 -15 -6 -16 -7 -16 -7 -17 -7 -18 -8 -19 -6 -17 -5 -16 -3 -14 -2 -12 -2 -10 -1 -6 -2 -5 -3 -3 -5 -2 -10 0 -11 -1 -15 0 -16 -1 -18,2,-45
166101787,7E:8A:AE:D6:C8:CD,22864,27.42,-79,-74,0 0 4 -11 3 -14 5 -14 6 -15 6 -18 5 -18 4 -17 4 -16 2 -16 1 -14 2 -12 2 -9 2 -7 4 -6 6 -3 8 -3 9 -2 13 -2 13 -2 15 -3 15 -3 15 -3 15 -3 14 -4 11 -4 11 -2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -11 4 -10 5 -10 5 -10 7 -8 8 -9 6 -8 6 -8 4 -6 2 -5 0 -4 -2 -5 -5 -6 -7 -9 -9 -9 -9 -10 -11 -11 -10 -13 -10 -13 -11 -14 -10 -14 -9 -12 -8 -11 -7 -9 -7 -3 -8 -3 -9,0 0 18 0 19 0 19 -1 18 -2 16 -3 16 -5 11 -3 9 -3 8 -1 6 1 4 4 3 6 3 9 3 13 3 13 4 16 5 16 6 17 6 16 7 15 7 13 5 11 4 9 3 7 0 4 -2 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -11 -7 -9 -6 -7 -6 -6 -6 -2 -5 1 -7 3 -7 4 -8 7 -9 7 -10 8 -11 9 -14 9 -15 7 -15 6 -14 4 -15 3 -14 2 -12 1 -10 1 -7 2 -7 4 -4 6 -1 8 -1 12 1 14 2,2,-45
