timestamp,mac,seq_ctrl,aoa,IQ_master,IQ_worker
24155588,7E:8A:AE:D6:C8:CD,2080,7.03,0 0 -11 16 -11 15 -9 14 -6 12 -6 10 -6 8 -6 5 -7 3 -9 1 -11 0 -13 0 -14 0 -15 1 -18 3 -17 4 -17 6 -16 7 -15 7 -13 7 -11 6 -9 5 -8 3 -7 1 -6 -1 -6 -4 -6 -6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7 7 5 7 3 8 1 9 -1 10 -3 12 -4 14 -5 15 -5 17 -4 16 -4 17 -3 18 -2 17 -1 15 0 14 0 12 -1 10 -3 8 -4 7 -7 7 -9 7 -11 8 -12 9 -14 10 -15 12 -14 14,0 0 19 -8 18 -10 16 -10 15 -10 12 -9 10 -9 7 -6 5 -4 4 -1 4 2 3 6 4 8 4 11 6 12 8 14 9 13 10 15 11 13 11 12 11 11 10 10 7 8 5 6 3 4 0 3 -2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -11 4 -9 2 -8 0 -7 -2 -5 -5 -4 -7 -4 -10 -3 -12 -3 -15 -3 -17 -2 -18 -3 -18 -4 -19 -5 -17 -6 -16 -6 -14 -5 -12 -4 -10 -2 -8 0 -6 3 -5 6 -5 10 -4 13 -4 16 -5 18 -7
24210574,7E:8A:AE:D6:C8:CD,2096,-31.17,0 0 14 -14 13 -13 10 -12 8 -11 7 -9 6 -8 6 -5 6 -3 8 0 10 0 11 1 13 1 15 1 16 0 16 -2 16 -3 16 -5 14 -5 13 -5 11 -5 9 -4 7 -3 6 -1 5 1 4 3 4 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -5 -10 -3 -9 -1 -9 1 -10 3 -11 5 -11 6 -13 8 -14 8 -16 8 -16 7 -16 6 -17 5 -17 4 -15 3 -13 3 -13 3 -10 4 -8 5 -7 7 -6 10 -6 12 -6 13 -6 14 -8 15 -10 15 -11,0 0 -11 -18 -12 -16 -12 -15 -12 -13 -11 -11 -10 -10 -7 -7 -4 -6 -1 -5 2 -6 5 -6 7 -7 9 -8 10 -10 11 -11 11 -13 11 -14 10 -14 9 -14 8 -14 7 -12 5 -9 4 -8 3 -5 3 -2 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 9 3 8 0 7 -2 6 -4 4 -7 4 -9 3 -12 3 -14 3 -16 3 -17 3 -18 4 -18 5 -16 6 -15 6 -13 6 -11 5 -9 4 -7 1 -7 -1 -5 -4 -6 -7 -5 -10 -6 -13 -8 -15 -10 -17
24261855,7E:8A:AE:D6:C8:CD,2112,-6.72,0 0 10 -16 9 -16 7 -15 5 -13 5 -11 5 -9 4 -7 5 -5 7 -3 9 -3 11 -2 13 -3 14 -4 15 -5 15 -6 14 -8 13 -9 12 -9 11 -9 9 -8 8 -7 7 -5 6 -3 5 -1 5 1 6 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -6 -9 -5 -9 -3 -9 -1 -10 1 -11 3 -12 4 -14 5 -15 5 -17 5 -17 5 -18 3 -18 2 -18 1 -16 0 -14 0 -13 1 -11 2 -10 4 -8 6 -8 8 -8 10 -9 11 -9 12 -11 13 -13 13 -14,0 0 9 -19 7 -19 6 -19 4 -18 3 -16 3 -14 2 -10 3 -8 3 -5 5 -2 7 0 9 2 11 2 14 3 15 2 16 1 18 0 18 -1 17 -1 16 -2 13 -2 11 -2 8 -1 6 0 4 1 1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -8 8 -8 6 -7 4 -7 1 -7 -2 -7 -4 -7 -7 -9 -10 -10 -12 -10 -13 -11 -14 -12 -15 -14 -14 -13 -12 -13 -11 -12 -10 -11 -8 -9 -7 -6 -6 -3 -6 0 -7 2 -8 5 -10 7 -12 9 -14 9 -17
26067888,7E:8A:AE:D6:C8:CD,0,64.43,0 0 -14 16 -13 16 -11 15 -9 13 -7 11 -6 9 -5 6 -5 3 -7 0 -9 -2 -11 -4 -13 -5 -15 -4 -17 -4 -18 -3 -18 -2 -19 0 -18 1 -17 2 -15 2 -13 2 -10 1 -8 -1 -5 -2 -3 -4 -2 -6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10 1 9 2 7 4 5 6 3 8 2 10 1 13 0 15 0 17 0 18 1 19 2 19 3 18 4 16 4 14 4 13 3 10 1 9 -2 7 -4 6 -7 6 -10 7 -12 7 -14 9 -15 12 -16 13,0 0 10 -19 8 -19 6 -18 5 -18 3 -15 2 -14 2 -10 2 -7 2 -4 4 -2 6 1 8 2 10 4 13 4 14 4 15 3 17 3 17 2 16 1 16 0 14 0 11 -1 9 0 6 0 3 1 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -7 10 -7 8 -7 6 -7 3 -7 0 -8 -3 -8 -6 -10 -9 -11 -11 -11 -12 -13 -13 -14 -14 -14 -14 -14 -12 -14 -11 -14 -9 -12 -8 -9 -7 -7 -6 -4 -6 -1 -7 2 -8 5 -9 7 -12 9 -14 9 -16
26118776,7E:8A:AE:D6:C8:CD,2144,35.41,0 0 16 -11 16 -11 14 -11 12 -10 9 -8 8 -7 6 -5 5 -2 5 1 6 4 8 6 9 8 11 8 13 8 14 7 15 6 16 5 16 4 15 3 13 2 11 1 8 1 6 2 3 3 1 4 -1 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -9 -6 -7 -6 -5 -7 -3 -8 -1 -10 1 -11 3 -13 4 -15 5 -16 5 -17 5 -18 4 -18 3 -18 2 -16 1 -15 0 -14 0 -11 1 -9 3 -7 5 -5 8 -4 10 -4 13 -4 15 -5 17 -6 18 -7,0 0 3 20 6 19 6 17 7 16 7 13 6 11 4 8 2 6 0 4 -3 4 -6 3 -9 4 -11 4 -13 6 -14 7 -14 8 -15 10 -14 11 -13 11 -12 11 -10 9 -8 8 -7 6 -5 4 -4 1 -3 -2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -13 1 -11 2 -9 3 -7 5 -5 7 -2 10 0 12 1 14 2 16 3 17 3 18 3 19 1 17 0 16 0 15 -1 12 -1 10 -1 7 0 6 2 3 5 2 7 1 10 1 13 1 16 2 18
26166570,7E:8A:AE:D6:C8:CD,2160,37.25,0 0 19 -9 18 -9 15 -9 13 -9 10 -7 9 -6 6 -3 5 0 5 2 5 5 6 8 8 9 9 10 12 11 13 11 14 10 15 9 15 8 14 7 12 5 10 4 8 4 5 3 2 3 -1 4 -3 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -10 -6 -8 -6 -5 -7 -3 -8 0 -10 2 -11 4 -13 5 -15 6 -17 6 -17 5 -19 5 -19 4 -19 2 -17 1 -15 1 -14 1 -11 2 -9 4 -6 6 -5 9 -3 11 -2 13 -2 16 -3 18 -4 19 -6,0 0 -1 21 1 19 2 18 4 17 3 14 3 12 2 9 1 6 -2 4 -4 3 -7 2 -10 1 -12 1 -14 2 -16 3 -16 4 -18 5 -17 6 -16 6 -15 7 -13 6 -10 5 -8 4 -6 2 -4 -1 -2 -3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -13 1 -11 2 -9 4 -6 6 -4 7 -2 9 1 12 3 14 4 15 4 16 5 18 4 18 4 17 2 16 1 15 1 12 1 10 1 7 1 5 3 2 5 0 8 -1 10 -2 13 -2 16 -1 19
29073521,7E:8A:AE:D6:C8:CD,2720,67.56,0 0 15 15 15 11 13 10 14 8 11 6 10 5 6 5 3 5 1 5 -1 7 -3 9 -5 11 -5 12 -5 15 -4 16 -3 17 -2 18 -1 17 0 16 1 15 1 12 0 10 -1 8 -2 5 -4 3 -6 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -12 1 -10 3 -8 5 -7 7 -5 9 -4 12 -3 14 -2 16 -2 16 -2 17 -3 18 -3 17 -4 15 -5 14 -5 13 -5 10 -4 9 -2 7 -1 7 2 6 5 7 7 8 10 9 12 11 14 13 13,0 0 -19 -9 -20 -8 -19 -6 -18 -5 -16 -3 -15 -2 -11 -2 -9 -3 -6 -4 -4 -6 -3 -8 -2 -10 -2 -12 -3 -15 -4 -16 -5 -17 -6 -18 -7 -17 -8 -16 -8 -15 -8 -13 -7 -11 -5 -9 -3 -7 -1 -6 1 -4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 12 1 11 -1 9 -3 8 -5 6 -7 5 -10 5 -13 4 -15 4 -16 5 -17 5 -18 6 -18 8 -17 9 -15 9 -14 9 -12 8 -10 6 -9 4 -8 2 -8 -1 -9 -4 -10 -6 -12 -8 -15 -10 -17 -10
29127993,7E:8A:AE:D6:C8:CD,2736,-23.71,0 0 -4 18 -4 20 -2 18 -1 16 -1 13 0 11 -1 8 -3 6 -5 4 -7 3 -10 2 -12 3 -13 3 -15 5 -15 6 -16 8 -16 9 -15 10 -14 10 -12 9 -10 8 -8 6 -7 5 -6 2 -5 -1 -5 -3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10 -3 9 -2 8 0 7 3 6 5 6 7 5 10 6 12 7 14 7 14 8 15 9 15 10 14 10 12 9 11 9 10 7 8 5 7 2 6 0 7 -2 8 -4 9 -6 11 -7 13 -8 16 -7 17,0 0 15 12 17 11 16 9 16 8 14 6 12 5 9 4 7 3 4 4 2 5 0 7 -1 9 -2 11 -2 14 -2 15 -1 16 0 18 1 17 2 17 3 16 3 14 3 11 2 9 0 6 -2 5 -3 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 -14 0 -12 1 -10 3 -8 5 -6 7 -5 10 -3 12 -3 15 -2 15 -2 17 -3 18 -4 18 -5 17 -6 15 -7 14 -7 12 -6 10 -5 8 -3 8 -1 7 2 7 5 8 7 9 10 11 12 13 12
29156395,7E:8A:AE:D6:C8:CD,2736,-90.00,0 0 -17 14 -14 14 -12 14 -11 14 -8 11 -7 10 -6 6 -6 4 -7 1 -8 -1 -10 -4 -12 -5 -13 -6 -16 -5 -17 -4 -18 -3 -20 -2 -19 -1 -18 0 -16 0 -14 0 -11 0 -9 -1 -6 -2 -4 -4 -2 -6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 11 2 9 3 7 4 5 6 3 8 2 9 0 12 0 14 0 16 0 17 0 18 1 18 2 18 3 16 3 14 2 14 2 11 1 9 -1 7 -4 7 -6 6 -9 6 -12 7 -13 8 -15 11 -15 12,0 0 16 -12 15 -15 14 -15 11 -15 9 -14 8 -12 6 -9 5 -7 5 -4 6 -1 7 1 9 3 10 4 14 5 15 4 17 4 17 3 18 2 17 1 16 0 14 0 12 0 9 0 7 1 4 2 2 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -13 -3 -12 -4 -9 -4 -8 -6 -5 -7 -3 -9 -1 -11 1 -14 1 -16 1 -17 2 -19 1 -20 -1 -20 -2 -19 -3 -18 -3 -17 -3 -14 -3 -12 -1 -10 1 -9 3 -8 6 -7 9 -6 12 -7 14 -9 16 -11
29195603,7E:8A:AE:D6:C8:CD,2736,19.42,0 0 15 16 13 14 13 12 13 9 11 7 10 7 6 5 4 5 1 6 -1 7 -3 9 -4 11 -5 12 -4 15 -3 16 -2 17 -1 18 0 18 1 17 1 15 1 13 1 10 0 8 -1 6 -3 4 -6 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 -11 5 -9 6 -7 7 -5 8 -3 10 -1 12 1 14 2 16 3 16 3 17 2 19 1 18 0 17 -1 15 -2 14 -2 12 -2 10 -1 7 1 6 3 6 6 6 8 6 11 8 12 9 14 11 15,0 0 -8 18 -5 19 -4 19 -2 18 -1 16 -1 14 -1 10 -2 8 -3 6 -5 4 -7 3 -10 2 -12 2 -15 3 -15 4 -16 6 -17 7 -17 8 -15 8 -14 8 -12 8 -11 6 -9 5 -7 3 -6 1 -5 -2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 11 -5 10 -4 9 -2 8 0 7 2 6 5 6 8 6 11 6 13 7 14 8 15 9 16 10 16 10 14 11 13 10 11 10 10 8 8 6 7 3 7 0 7 -2 8 -5 9 -6 12 -8 15 -8 17
